-2,0,-5,5,0
-2,0,-4,5,0
-2,0,-3,5,0
-2,0,-2,5,0
-2,0,-1,5,0
-2,0,0,5,0
-2,0,1,5,0
-2,0,2,5,0
-2,0,3,5,0
-2,0,4,5,0
-2,0,5,5,0
-2,1,-5,5,0
-2,1,-4,5,0
-2,1,-3,5,0
-2,1,-2,5,0
-2,1,-1,5,0
-2,1,0,5,0
-2,1,1,5,0
-2,1,2,5,0
-2,1,3,5,0
-2,1,4,5,0
-2,1,5,5,0
-2,2,-5,5,0
-2,2,-4,5,0
-2,2,-3,5,0
-2,2,-2,20,0
-2,2,-1,20,0
-2,2,0,20,0
-2,2,1,20,0
-2,2,2,20,0
-2,2,3,5,0
-2,2,4,5,0
-2,2,5,5,0
-2,3,-5,5,0
-2,3,-4,5,0
-2,3,-3,5,0
-2,3,-2,5,0
-2,3,-1,5,0
-2,3,0,5,0
-2,3,1,5,0
-2,3,2,5,0
-2,3,3,5,0
-2,3,4,5,0
-2,3,5,5,0
-2,4,-5,5,0
-2,4,-4,5,0
-2,4,-3,5,0
-2,4,-2,5,0
-2,4,-1,5,0
-2,4,0,5,0
-2,4,1,5,0
-2,4,2,5,0
-2,4,3,5,0
-2,4,4,5,0
-2,4,5,5,0
-2,5,-5,139,0
-2,5,-4,139,0
-2,5,-3,139,0
-2,5,-2,139,0
-2,5,-1,35,2
-1,0,-5,5,0
-1,0,-4,5,0
-1,0,-3,5,0
-1,0,-2,5,0
-1,0,-1,5,0
-1,0,0,5,0
-1,0,1,5,0
-1,0,2,5,0
-1,0,3,5,0
-1,0,4,5,0
-1,0,5,5,0
-1,1,-5,5,0
-1,1,5,5,0
-1,2,-5,5,0
-1,2,5,5,0
-1,3,-5,5,0
-1,3,5,5,0
-1,4,-5,5,0
-1,4,-4,5,0
-1,4,-3,5,0
-1,4,-2,5,0
-1,4,-1,5,0
-1,4,0,5,0
-1,4,1,5,0
-1,4,2,5,0
-1,4,3,5,0
-1,4,4,5,0
-1,4,5,5,0
-1,5,-5,139,0
-1,5,3,35,1
0,0,-5,5,0
0,0,-4,5,0
0,0,-3,5,0
0,0,-2,5,0
0,0,-1,5,0
0,0,0,5,0
0,0,1,5,0
0,0,2,5,0
0,0,3,5,0
0,0,4,5,0
0,0,5,5,0
0,1,-5,5,0
0,1,5,5,0
0,2,-5,5,0
0,2,5,5,0
0,3,-5,5,0
0,3,5,5,0
0,4,-5,5,0
0,4,-4,5,0
0,4,-3,5,0
0,4,-2,5,0
0,4,-1,20,0
0,4,0,20,0
0,4,1,20,0
0,4,2,5,0
0,4,3,5,0
0,4,4,5,0
0,4,5,5,0
1,0,-5,5,0
1,0,-4,5,0
1,0,-3,5,0
1,0,-2,5,0
1,0,-1,5,0
1,0,0,89,0
1,0,1,5,0
1,0,2,5,0
1,0,3,5,0
1,0,4,5,0
1,0,5,5,0
1,1,-5,64,1
1,1,5,64,3
1,2,-5,64,9
1,2,5,64,8
1,3,-5,5,0
1,3,5,5,0
1,4,-5,5,0
1,4,-4,5,0
1,4,-3,5,0
1,4,-2,5,0
1,4,-1,20,0
1,4,0,20,0
1,4,1,20,0
1,4,2,5,0
1,4,3,5,0
1,4,4,5,0
1,4,5,5,0
1,5,-5,135,2
1,5,-4,53,0
1,5,-3,53,3
1,5,2,43,5
2,0,-5,5,0
2,0,-4,5,0
2,0,-3,5,0
2,0,-2,5,0
2,0,-1,5,0
2,0,0,5,0
2,0,1,5,0
2,0,2,5,0
2,0,3,5,0
2,0,4,5,0
2,0,5,5,0
2,1,-5,5,0
2,1,5,5,0
2,2,-5,5,0
2,2,5,5,0
2,3,-5,5,0
2,3,5,5,0
2,4,-5,5,0
2,4,-4,5,0
2,4,-3,5,0
2,4,-2,5,0
2,4,-1,20,0
2,4,0,20,0
2,4,1,20,0
2,4,2,5,0
2,4,3,5,0
2,4,4,5,0
2,4,5,5,0
2,5,-5,53,1
2,5,-4,135,1
2,5,-3,53,1
3,0,-5,5,0
3,0,-4,5,0
3,0,-3,5,0
3,0,-2,5,0
3,0,-1,5,0
3,0,0,5,0
3,0,1,5,0
3,0,2,5,0
3,0,3,5,0
3,0,4,5,0
3,0,5,5,0
3,1,-5,5,0
3,1,5,5,0
3,2,-5,5,0
3,2,5,5,0
3,3,-5,5,0
3,3,5,5,0
3,4,-5,5,0
3,4,-4,5,0
3,4,-3,5,0
3,4,-2,5,0
3,4,-1,5,0
3,4,0,5,0
3,4,1,5,0
3,4,2,5,0
3,4,3,5,0
3,4,4,5,0
3,4,5,5,0
3,5,-5,85,0
3,5,2,144,1
4,0,-5,5,0
4,0,-4,5,0
4,0,-3,5,0
4,0,-2,5,0
4,0,-1,5,0
4,0,0,5,0
4,0,1,5,0
4,0,2,5,0
4,0,3,5,0
4,0,4,5,0
4,0,5,5,0
4,1,-5,5,0
4,1,-4,5,0
4,1,-3,5,0
4,1,-2,5,0
4,1,-1,5,0
